"Session Start","Length","Site","Game","Stake","Table","Hands","My C Won","Raise First","PF Squeeze","Limp/Raise","Limp/Call","PF AFq","CC 2Bet PF","Call Steal","3Bet PF","3Bet Steal","2Bet T","Call T 2Bet","CBet T","Donk T","2Bet R","Call R CBet","CBet R","Donk R","Probe R","River AFq","Turn AFq"
"2023/02/05  9:01 pm","0:49","Ignition","Holdem","$0.05 NL (6 max)","28732952","58","-$0.29","19.35","0.00","-","-","14.81","11.11","44.44","8.70","0.00","0.00","-","100.00","-","0.00","100.00","-","-","-","33.33","50.00"
"2023/02/05  8:59 pm","0:51","Ignition","Holdem","$0.05 NL (6 max)","28733851","53","-$0.40","26.92","-","-","-","14.81","0.00","25.00","4.17","0.00","0.00","0.00","100.00","0.00","50.00","0.00","-","-","-","50.00","50.00"
"2023/02/05  8:59 pm","0:52","Ignition","Holdem","$0.05 NL (6 max)","28733953","55","-$10.98","21.88","0.00","-","-","15.09","20.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","-","-","0.00","-","25.00","37.50"
"2023/02/04 10:20 pm","0:08","Ignition","Holdem","$0.05 NL (6 max)","28725895","10","-$0.21","42.86","-","-","-","40.00","-","0.00","50.00","0.00","-","-","-","-","-","-","-","-","-","-","100.00"
"2023/02/04  9:43 pm","0:48","Ignition","Holdem","$0.05 NL (6 max)","28724462","75","-$1.38","19.57","0.00","-","-","13.89","0.00","8.33","5.00","8.33","0.00","-","0.00","0.00","0.00","-","-","-","-","0.00","33.33"
"2023/02/04  9:42 pm","0:48","Ignition","Holdem","$0.05 NL (6 max)","28725472","46","-$0.71","13.64","-","-","-","14.63","0.00","0.00","14.29","20.00","0.00","-","100.00","0.00","0.00","-","0.00","-","-","25.00","66.67"
"2022/10/18  6:38 pm","0:04","Ignition","Holdem","$0.05 NL (6 max)","27852621","5","-$0.07","0.00","-","-","-","0.00","0.00","0.00","0.00","0.00","-","-","-","-","-","-","-","-","-","-","-"
"2022/10/18  6:34 pm","0:08","Ignition","Holdem","$0.05 NL (6 max)","27853662","14","-$0.71","0.00","-","-","-","0.00","-","100.00","0.00","0.00","-","-","-","-","-","-","-","-","-","100.00","100.00"
"2022/10/18  6:33 pm","0:07","Ignition","Holdem","$0.05 NL (6 max)","27854565","10","-$1.47","33.33","0.00","-","-","23.08","-","0.00","0.00","0.00","-","-","-","0.00","-","-","-","-","100.00","100.00","-"
"2022/10/18  6:33 pm","0:08","Ignition","Holdem","$0.05 NL (6 max)","27852658","13","-$0.49","33.33","0.00","-","-","23.08","0.00","0.00","16.67","100.00","-","-","-","-","-","-","-","-","-","-","-"
"2021/01/13  8:01 am","0:38","Ignition","Holdem","$0.05 NL (6 max)","23407395","43","$4.31","37.50","0.00","-","-","22.50","0.00","0.00","0.00","0.00","-","-","100.00","-","-","-","100.00","-","-","100.00","100.00"
"2021/01/13  7:44 am","0:54","Ignition","Holdem","$0.05 NL (6 max)","23406144","46","$0.07","26.67","0.00","-","-","15.91","0.00","0.00","0.00","0.00","0.00","0.00","100.00","-","0.00","-","-","-","-","25.00","60.00"
"2021/01/13  7:42 am","0:57","Ignition","Holdem","$0.05 NL (6 max)","23405276","68","-$5.68","30.56","0.00","-","-","19.40","10.00","25.00","3.70","0.00","0.00","-","100.00","-","0.00","-","-","0.00","-","0.00","28.57"
"2021/01/07  6:48 pm","1:12","Ignition","Holdem","$0.05 NL (6 max)","23373415","95","-$2.39","26.09","0.00","-","-","15.38","8.33","16.67","3.03","8.33","0.00","100.00","100.00","0.00","0.00","-","0.00","-","-","50.00","66.67"
"2021/01/07  6:39 pm","1:20","Ignition","Holdem","$0.05 NL (6 max)","23372212","75","-$2.13","27.27","0.00","-","-","16.44","0.00","25.00","6.45","8.33","0.00","-","0.00","0.00","0.00","-","-","50.00","-","66.67","28.57"
"2021/01/07  6:39 pm","1:21","Ignition","Holdem","$0.05 NL (6 max)","23371656","73","-$5.92","34.38","0.00","-","-","18.18","18.18","33.33","3.13","0.00","33.33","-","75.00","0.00","0.00","-","100.00","-","0.00","25.00","50.00"
"2021/01/07  6:37 pm","1:23","Ignition","Holdem","$0.05 NL (6 max)","23367385","81","$2.25","15.38","0.00","-","-","11.39","0.00","14.29","13.33","42.86","50.00","-","100.00","0.00","0.00","-","-","-","0.00","0.00","83.33"
"2020/12/27  6:51 pm","0:24","Ignition","Holdem","$0.05 NL (6 max)","23299418","32","-$0.14","33.33","0.00","-","-","23.33","0.00","0.00","0.00","0.00","0.00","-","100.00","-","0.00","-","-","-","-","0.00","50.00"
"2020/12/27  6:50 pm","0:25","Ignition","Holdem","$0.05 NL (6 max)","23298566","21","$1.40","14.29","0.00","-","-","5.26","0.00","-","0.00","-","0.00","-","-","-","0.00","-","-","0.00","-","33.33","0.00"
"2020/12/27  6:49 pm","0:26","Ignition","Holdem","$0.05 NL (6 max)","23297917","36","-$0.97","8.33","0.00","-","-","2.86","0.00","0.00","0.00","0.00","0.00","-","-","-","0.00","-","-","0.00","-","0.00","0.00"
"2020/12/27  6:48 pm","0:28","Ignition","Holdem","$0.05 NL (6 max)","23299808","31","$0.01","20.00","-","-","-","14.29","0.00","50.00","0.00","0.00","0.00","-","0.00","0.00","0.00","-","-","-","-","66.67","40.00"
"2020/12/24  3:40 pm","0:45","Ignition","Holdem","$0.05 NL (6 max)","23279951","39","-$1.18","21.43","0.00","-","-","10.81","12.50","0.00","0.00","0.00","0.00","-","0.00","0.00","0.00","-","-","-","-","0.00","0.00"
"2020/12/24  3:25 pm","1:00","Ignition","Holdem","$0.05 NL (6 max)","23278462","64","$2.97","8.82","0.00","-","-","6.67","0.00","25.00","6.25","25.00","0.00","-","100.00","0.00","0.00","-","-","0.00","50.00","60.00","40.00"
"2020/12/24  3:24 pm","1:01","Ignition","Holdem","$0.05 NL (6 max)","23277912","70","$12.71","43.59","0.00","-","-","27.14","0.00","40.00","0.00","0.00","50.00","-","100.00","0.00","-","-","0.00","-","0.00","100.00","66.67"
"2020/12/23  5:59 pm","0:21","Ignition","Holdem","$0.05 NL (6 max)","23273988","21","-$1.85","22.22","-","-","-","16.67","0.00","0.00","0.00","0.00","0.00","-","100.00","-","0.00","-","0.00","-","-","50.00","50.00"
"2020/12/23  5:39 pm","0:41","Ignition","Holdem","$0.05 NL (6 max)","23274006","51","$3.69","30.00","25.00","-","-","18.00","0.00","0.00","9.09","0.00","0.00","-","0.00","0.00","-","-","-","-","-","-","0.00"
"2020/12/23  5:35 pm","0:45","Ignition","Holdem","$0.05 NL (6 max)","23273635","46","$2.51","13.64","0.00","-","-","11.90","0.00","0.00","6.25","0.00","0.00","-","-","0.00","0.00","-","-","-","-","50.00","0.00"
"2020/12/21  7:30 pm","0:20","Ignition","Holdem","$0.05 NL (6 max)","23262231","17","-$2.54","25.00","20.00","-","-","22.22","0.00","100.00","12.50","0.00","0.00","-","-","-","0.00","-","-","-","-","0.00","0.00"
"2020/12/21  7:29 pm","0:21","Ignition","Holdem","$0.05 NL (6 max)","23262215","26","-$0.47","30.00","0.00","-","-","15.38","28.57","0.00","6.67","20.00","50.00","-","-","-","0.00","100.00","-","-","-","0.00","66.67"
"2020/12/17  6:39 pm","0:19","Ignition","Holdem","$0.05 NL (6 max)","23233953","19","$0.22","66.67","0.00","-","-","23.81","0.00","-","0.00","-","0.00","-","-","-","0.00","-","-","-","-","0.00","0.00"
"2020/08/10  9:29 pm","0:29","Ignition","Holdem","$0.05 NL (6 max)","22266738","37","-$1.46","40.00","0.00","-","-","27.03","20.00","33.33","6.67","0.00","0.00","-","100.00","-","0.00","100.00","-","0.00","-","33.33","33.33"
"2020/08/10  9:29 pm","0:30","Ignition","Holdem","$0.05 NL (6 max)","22267883","30","$0.64","33.33","0.00","-","-","16.67","20.00","50.00","0.00","0.00","0.00","-","100.00","-","-","-","100.00","-","-","100.00","66.67"
"2020/08/02  3:33 pm","0:18","Ignition","Holdem","$0.05 NL (6 max)","22207648","21","$0.09","16.67","0.00","0.00","0.00","11.11","0.00","-","0.00","-","-","-","-","0.00","0.00","-","-","-","-","0.00","-"
"2020/08/02  3:10 pm","0:42","Ignition","Holdem","$0.05 NL (6 max)","22209364","33","$1.05","25.00","0.00","-","-","22.58","20.00","50.00","20.00","0.00","0.00","-","100.00","0.00","0.00","-","-","0.00","-","40.00","60.00"
"2020/08/02  3:00 pm","0:31","Ignition","Holdem","$0.05 NL (6 max)","22208840","34","$5.52","22.22","25.00","-","-","18.75","0.00","0.00","8.33","0.00","50.00","-","100.00","-","-","-","100.00","0.00","-","100.00","75.00"
"2020/08/02  2:57 pm","0:54","Ignition","Holdem","$0.05 NL (6 max)","22209429","47","$2.83","6.67","0.00","-","-","4.44","14.29","100.00","5.88","0.00","0.00","-","-","0.00","100.00","-","-","-","-","100.00","33.33"
