"Hand #","Marked","Site","Date","Stake","My C Won","Final Hand","Hole Cards","PF Act","Flop","F Act","Turn","T Act","River","R Act","Winner","Winning Hand","Pot","Rake","Position","Hand"
"4430647945","","Ignition","2023/03/03  8:06 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","10050000","F","80209","","2","","7","","P6-79a05e637f550d1eb7dc85bd33a65e94","One Pair, Twos","$0.30","$0.01","EP","T5o"
"4430647895","","Ignition","2023/03/03  8:06 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","14020000","F","40902","","9","","3","","P2-5a1e1778d85c7fa04482ceb6e618f27f","(did not show hand)","$0.57","$0.02","BB","A2s"
"4430647707","","Ignition","2023/03/03  8:05 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","14090000","F","0","","0","","0","","P6-79a05e637f550d1eb7dc85bd33a65e94","(did not show hand)","$0.04","$0.00","MP","A9o"
"4430647594","","Ignition","2023/03/03  8:05 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11020000","F","0","","0","","0","","P2-03f08bff7085f6e12057662d55d3c613","(did not show hand)","$0.12","$0.00","BTN","J2o"
"4430647591","","Ignition","2023/03/03  8:05 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","5020000","F","101413","","6","","4","","P1-f49b00f152c037bbab3ce40e26fbe74d","Two Pair, Aces and Fours","$5.29","$0.26","EP","52o"
"4430647386","","Ignition","2023/03/03  8:05 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","5030000","F","0","","0","","0","","P1-f49b00f152c037bbab3ce40e26fbe74d","(did not show hand)","$0.04","$0.00","MP","53o"
"4430647250","","Ignition","2023/03/03  8:05 pm","$0.05 NL (6 max)","$0.19","(did not show hand)","13130000","R","0","","0","","0","","Hero","(did not show hand)","$0.31","$0.00","CO","KK"
"4430647183","","Ignition","2023/03/03  8:04 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11030000","F","40509","","0","","0","","P6-72e5793068c6d6e1351c6a148893c4ea","(did not show hand)","$0.52","$0.02","EP","J3o"
"4430647086","","Ignition","2023/03/03  8:04 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","14050000","F","0","","0","","0","","P4-8003bf763912c78c99dcb0081dbcb8a7","(did not show hand)","$0.12","$0.00","CO","A5o"
"4430647040","","Ignition","2023/03/03  8:04 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","5030000","F","40703","","4","","6","","P3-bd6c46bc3b4dc383699a4a3bf83c965e","One Pair, Fours","$0.65","$0.03","SB","53o"
"4430646950","","Ignition","2023/03/03  8:04 pm","$0.05 NL (6 max)","$0.13","(did not show hand)","11100000","R","120813","B","0","","0","","Hero","(did not show hand)","$0.26","$0.01","BTN","JTo"
"4430646935","","Ignition","2023/03/03  8:04 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","8030000","F","71010","","0","","0","","P3-25a965dbe5aa7c696591ffa96888ad87","(did not show hand)","$0.37","$0.01","MP","83o"
"4430646681","","Ignition","2023/03/03  8:03 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","5040000","F","0","","0","","0","","P2-5a1e1778d85c7fa04482ceb6e618f27f","(did not show hand)","$0.17","$0.00","CO","54o"
"4430646679","","Ignition","2023/03/03  8:03 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11050000","F","141202","","0","","0","","P6-2ff1b200565858173817429bff1a7123","(did not show hand)","$0.31","$0.01","BTN","J5o"
"4430646653","","Ignition","2023/03/03  8:03 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","11090000","F","0","","0","","0","","P4-fd5d1672a0bb8b95af0d0043ca957ed0","(did not show hand)","$0.12","$0.00","SB","J9o"
"4430646450","","Ignition","2023/03/03  8:03 pm","$0.05 NL (6 max)","$0.84","(did not show hand)","14140000","R","141005","X","7","B","0","","Hero","(did not show hand)","$1.67","$0.08","BB","AA"
"4430646341","","Ignition","2023/03/03  8:03 pm","$0.05 NL (6 max)","$0.13","(did not show hand)","9080000","C","50604","B","0","","0","","Hero","(did not show hand)","$0.26","$0.01","BB","98o"
"4430646289","","Ignition","2023/03/03  8:03 pm","$0.05 NL (6 max)","-$0.61","(folded flop)","14070000","RC","120611","F","0","","0","","P2-5a1e1778d85c7fa04482ceb6e618f27f","(did not show hand)","$1.27","$0.06","BTN","A7s"
"4430646200","","Ignition","2023/03/03  8:02 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","10040000","F","0","","0","","0","","P2-5a1e1778d85c7fa04482ceb6e618f27f","(did not show hand)","$0.04","$0.00","SB","T4o"
"4430646164","","Ignition","2023/03/03  8:02 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","13080000","F","100306","","2","","0","","P6-2ff1b200565858173817429bff1a7123","(did not show hand)","$0.62","$0.03","SB","K8o"
"4430645961","","Ignition","2023/03/03  8:02 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","9070000","F","0","","0","","0","","P5-718f158956f379d3d96d840facbeba40","(did not show hand)","$0.10","$0.00","BB","97o"
"4430645914","","Ignition","2023/03/03  8:02 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","12100000","F","61303","","0","","0","","P3-bd6c46bc3b4dc383699a4a3bf83c965e","(did not show hand)","$0.51","$0.02","EP","QTo"
"4430645883","","Ignition","2023/03/03  8:02 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","10020000","F","90605","","7","","0","","P4-fd5d1672a0bb8b95af0d0043ca957ed0","(did not show hand)","$0.97","$0.04","EP","T2s"
"4430645800","","Ignition","2023/03/03  8:02 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11100000","F","0","","0","","0","","P5-718f158956f379d3d96d840facbeba40","(did not show hand)","$0.04","$0.00","MP","JTo"
"4430645733","","Ignition","2023/03/03  8:02 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","8050000","F","0","","0","","0","","P6-79a05e637f550d1eb7dc85bd33a65e94","(did not show hand)","$0.04","$0.00","MP","85o"
"4430645649","","Ignition","2023/03/03  8:01 pm","$0.05 NL (6 max)","$0.81","One Pair, Jacks","12110000","C","60310","X","11","R","2","X","Hero","One Pair, Jacks","$1.80","$0.09","BB","QJo"
"4430645301","","Ignition","2023/03/03  8:01 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","10040000","F","90806","","12","","14","","P4-fd5d1672a0bb8b95af0d0043ca957ed0","(did not show hand)","$0.60","$0.03","CO","T4s"
"4430645195","","Ignition","2023/03/03  8:00 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","14070000","F","30410","","5","","0","","P3-25a965dbe5aa7c696591ffa96888ad87","(did not show hand)","$1.89","$0.09","CO","A7o"
"4430645010","","Ignition","2023/03/03  8:00 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11060000","F","0","","0","","0","","P4-fd5d1672a0bb8b95af0d0043ca957ed0","(did not show hand)","$0.04","$0.00","BTN","J6o"
"4430644963","","Ignition","2023/03/03  8:00 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","10080000","F","40511","","3","","13","","P2-5db4a3f8d95c5065786cca726ebdc4c8","One Pair, Nines","$1.10","$0.05","EP","T8o"
"4430644831","","Ignition","2023/03/03  8:00 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","7020000","F","0","","0","","0","","P1-f49b00f152c037bbab3ce40e26fbe74d","(did not show hand)","$0.04","$0.00","MP","72s"
"4430644673","","Ignition","2023/03/03  7:59 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","5020000","F","71014","","9","","11","","P1-8b333924b2d01e0c34fb148ac155b805","(did not show hand)","$1.18","$0.05","MP","52o"
"4430644622","","Ignition","2023/03/03  7:59 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","7050000","F","0","","0","","0","","P4-fd5d1672a0bb8b95af0d0043ca957ed0","(did not show hand)","$0.12","$0.00","SB","75o"
"4430644573","","Ignition","2023/03/03  7:59 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","8020000","F","61106","","12","","4","","P3-25a965dbe5aa7c696591ffa96888ad87","One Pair, Sixes","$1.08","$0.05","BTN","82o"
"4430644441","","Ignition","2023/03/03  7:59 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","5020000","F","0","","0","","0","","P5-50345d13200ac0639b1ef8cb19e13201","(did not show hand)","$0.12","$0.00","CO","52o"
"4430644159","","Ignition","2023/03/03  7:58 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","7050000","F","0","","0","","0","","P1-8b333924b2d01e0c34fb148ac155b805","(did not show hand)","$0.12","$0.00","BTN","75o"
"4430644155","","Ignition","2023/03/03  7:58 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","14080000","F","50813","","5","","9","","P2-5db4a3f8d95c5065786cca726ebdc4c8","(did not show hand)","$1.47","$0.07","CO","A8s"
"4430644089","","Ignition","2023/03/03  7:58 pm","$0.05 NL (6 max)","$0.26","Three of a Kind, Threes","3020000","X","61203","XC","3","X","13","X","Hero","Three of a Kind, Threes","$0.38","$0.01","BB","32o"
"4430643938","","Ignition","2023/03/03  7:58 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","11070000","F","30912","","7","","8","","P6-0e1d423b8a95c4a4e092e7b4c16e84a1","(did not show hand)","$1.80","$0.09","SB","J7o"
"4430643833","","Ignition","2023/03/03  7:58 pm","$0.05 NL (6 max)","$0.07","(did not show hand)","8070000","R","0","","0","","0","","Hero","(did not show hand)","$0.12","$0.00","BTN","87s"
"4430643747","","Ignition","2023/03/03  7:58 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","12040000","F","140403","","14","","0","","P1-8b333924b2d01e0c34fb148ac155b805","(did not show hand)","$0.41","$0.02","SB","Q4o"
"4430643632","","Ignition","2023/03/03  7:57 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","14040000","F","100305","","11","","4","","P4-fd5d1672a0bb8b95af0d0043ca957ed0","Three of a Kind, Fives","$3.87","$0.19","EP","A4o"
"4430643515","","Ignition","2023/03/03  7:57 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","7050000","F","0","","0","","0","","P6-951c41e1558ba1a5c317b89664dbb50d","(did not show hand)","$0.12","$0.00","BB","75o"
"4430643510","","Ignition","2023/03/03  7:57 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","8060000","F","110210","","3","","0","","P2-5a1e1778d85c7fa04482ceb6e618f27f","(did not show hand)","$0.47","$0.02","BB","86s"
"4430643282","","Ignition","2023/03/03  7:57 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","7060000","F","61214","","6","","12","","[Split Pot]","Two Pair, Aces and Queens","$3.69","$0.18","SB","76s"
"4430643153","","Ignition","2023/03/03  7:56 pm","$0.05 NL (6 max)","-$0.12","(folded preflop)","14090000","RF","0","","0","","0","","P4-5a3ab33cf5670017e334e2a625574d09","(did not show hand)","$0.31","$0.00","EP","A9s"
"4430643151","","Ignition","2023/03/03  7:56 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","10030000","F","140814","","11","","2","","P1-7b3b2fa3efa8096ad9e72b6cb6b99ee2","(did not show hand)","$0.37","$0.01","MP","T3o"
"4430643117","","Ignition","2023/03/03  7:56 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","14060000","F","0","","0","","0","","P3-bd6c46bc3b4dc383699a4a3bf83c965e","(did not show hand)","$0.04","$0.00","EP","A6o"
"4430642993","","Ignition","2023/03/03  7:56 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","9020000","F","0","","0","","0","","P5-718f158956f379d3d96d840facbeba40","(did not show hand)","$0.04","$0.00","MP","92o"
"4430642845","","Ignition","2023/03/03  7:56 pm","$0.05 NL (6 max)","$0.16","(did not show hand)","5040000","C","40709","X","5","B","0","","Hero","(did not show hand)","$0.32","$0.01","BB","54s"
"4430642819","","Ignition","2023/03/03  7:56 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","6030000","F","0","","0","","0","","P5-718f158956f379d3d96d840facbeba40","(did not show hand)","$0.12","$0.00","CO","63s"
"4430642766","","Ignition","2023/03/03  7:56 pm","$0.05 NL (6 max)","$0.26","(did not show hand)","13110000","R","31109","B","0","","0","","Hero","(did not show hand)","$0.49","$0.02","CO","KJo"
"4430642745","","Ignition","2023/03/03  7:56 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","13070000","F","0","","0","","0","","P5-50345d13200ac0639b1ef8cb19e13201","(did not show hand)","$0.12","$0.00","MP","K7o"
"4430642509","","Ignition","2023/03/03  7:55 pm","$0.05 NL (6 max)","$0.07","(did not show hand)","12110000","R","0","","0","","0","","Hero","(did not show hand)","$0.12","$0.00","BTN","QJs"
"4430642489","","Ignition","2023/03/03  7:55 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","10040000","F","40809","","0","","0","","P4-fd5d1672a0bb8b95af0d0043ca957ed0","(did not show hand)","$0.32","$0.01","BTN","T4o"
"4430642252","","Ignition","2023/03/03  7:55 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11080000","F","60810","","2","","10","","[Split Pot]","Three of a Kind, Tens","$2.62","$0.13","EP","J8s"
"4430642030","","Ignition","2023/03/03  7:54 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","3020000","F","141407","","0","","0","","P1-f49b00f152c037bbab3ce40e26fbe74d","(did not show hand)","$0.12","$0.00","MP","32o"
"4430642025","","Ignition","2023/03/03  7:54 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","7020000","F","100512","","9","","0","","P2-5a1e1778d85c7fa04482ceb6e618f27f","(did not show hand)","$0.26","$0.01","SB","72o"
"4430641955","","Ignition","2023/03/03  7:54 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","9040000","F","100314","","4","","12","","P5-50345d13200ac0639b1ef8cb19e13201","(did not show hand)","$0.92","$0.04","CO","94o"
"4430641845","","Ignition","2023/03/03  7:54 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","14030000","F","100914","","5","","4","","P4-fd5d1672a0bb8b95af0d0043ca957ed0","(did not show hand)","$0.17","$0.00","SB","A3o"
"4430641753","","Ignition","2023/03/03  7:54 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","6040000","F","0","","0","","0","","P4-5a3ab33cf5670017e334e2a625574d09","(did not show hand)","$0.12","$0.00","BB","64o"
"4430641571","","Ignition","2023/03/03  7:53 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","11070000","F","0","","0","","0","","P6-2a58c55f55f8471bf7b96c813e56859a","(did not show hand)","$0.12","$0.00","BB","J7o"
"4430641400","","Ignition","2023/03/03  7:53 pm","$0.05 NL (6 max)","$0.07","(did not show hand)","10100000","R","0","","0","","0","","Hero","(did not show hand)","$0.12","$0.00","EP","TT"
"4430641343","","Ignition","2023/03/03  7:53 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","10070000","F","140312","","9","","7","","P5-9c0dfddb95108b04fce81de0f2c09e9e","One Pair, Aces","$1.97","$0.09","CO","T7o"
"4430641291","","Ignition","2023/03/03  7:53 pm","$0.05 NL (6 max)","$0.30","(did not show hand)","9090000","R","100410","B","0","","0","","Hero","(did not show hand)","$0.57","$0.02","BTN","99"
"4430641137","","Ignition","2023/03/03  7:52 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11060000","F","0","","0","","0","","P6-0e1d423b8a95c4a4e092e7b4c16e84a1","(did not show hand)","$0.12","$0.00","MP","J6o"
"4430641073","","Ignition","2023/03/03  7:52 pm","$0.05 NL (6 max)","$0.49","(did not show hand)","13120000","R","80911","C","5","B","0","","Hero","(did not show hand)","$1.01","$0.05","EP","KQo"
"4430640986","","Ignition","2023/03/03  7:52 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","6040000","F","0","","0","","0","","P6-2a58c55f55f8471bf7b96c813e56859a","(did not show hand)","$0.04","$0.00","CO","64o"
"4430640802","","Ignition","2023/03/03  7:52 pm","$0.05 NL (6 max)","$0.07","(did not show hand)","13090000","R","0","","0","","0","","Hero","(did not show hand)","$0.12","$0.00","CO","K9s"
"4430640623","","Ignition","2023/03/03  7:52 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","13030000","F","0","","0","","0","","P2-5a1e1778d85c7fa04482ceb6e618f27f","(did not show hand)","$0.10","$0.00","BTN","K3o"
"4430640405","","Ignition","2023/03/03  7:51 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","14070000","F","50403","","3","","9","","P5-6aa3b7e0228ab2a530f0cba58b50fa28","Straight, Five High","$8.58","$0.42","BTN","A7o"
"4430640390","","Ignition","2023/03/03  7:51 pm","$0.05 NL (6 max)","-$0.15","(folded turn)","9080000","C","111205","X","5","F","0","","P1-f49b00f152c037bbab3ce40e26fbe74d","(did not show hand)","$1.08","$0.05","BTN","98s"
"4430640243","","Ignition","2023/03/03  7:51 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","11040000","F","0","","0","","0","","P5-6aa3b7e0228ab2a530f0cba58b50fa28","(did not show hand)","$0.12","$0.00","SB","J4o"
"4430640079","","Ignition","2023/03/03  7:50 pm","$0.05 NL (6 max)","-$0.15","(folded river)","10080000","R","101214","X","2","X","4","XF","P5-50345d13200ac0639b1ef8cb19e13201","(did not show hand)","$0.30","$0.01","SB","T8s"
"4430639988","","Ignition","2023/03/03  7:50 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","8060000","F","20403","","13","","9","","P3-25a965dbe5aa7c696591ffa96888ad87","High Card, Ace","$0.97","$0.04","SB","86s"
"4430639976","","Ignition","2023/03/03  7:50 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","4030000","F","0","","0","","0","","P2-5db4a3f8d95c5065786cca726ebdc4c8","(did not show hand)","$0.17","$0.00","SB","43s"
"4430639814","","Ignition","2023/03/03  7:50 pm","$0.05 NL (6 max)","$0.02","(did not show hand)","13050000","","0","","0","","0","","Hero","(did not show hand)","$0.04","$0.00","BB","K5o"
"4430639715","","Ignition","2023/03/03  7:50 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","9050000","F","0","","0","","0","","P4-5a3ab33cf5670017e334e2a625574d09","(did not show hand)","$0.37","$0.00","BB","95o"
"4430639678","","Ignition","2023/03/03  7:50 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","12040000","F","100706","","0","","0","","P1-f49b00f152c037bbab3ce40e26fbe74d","(did not show hand)","$0.47","$0.02","BB","Q4o"
"4430639615","","Ignition","2023/03/03  7:50 pm","$0.05 NL (6 max)","$0.07","(did not show hand)","14140000","R","0","","0","","0","","Hero","(did not show hand)","$0.12","$0.00","EP","AA"
"4430639610","","Ignition","2023/03/03  7:50 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","12100000","F","80605","","0","","0","","P5-6aa3b7e0228ab2a530f0cba58b50fa28","(did not show hand)","$0.60","$0.03","CO","QTo"
"4430639507","","Ignition","2023/03/03  7:49 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11050000","F","0","","0","","0","","P5-6aa3b7e0228ab2a530f0cba58b50fa28","(did not show hand)","$0.04","$0.00","BTN","J5s"
"4430639480","","Ignition","2023/03/03  7:49 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","9050000","F","0","","0","","0","","P6-2ff1b200565858173817429bff1a7123","(did not show hand)","$0.12","$0.00","EP","95o"
"4430639450","","Ignition","2023/03/03  7:49 pm","$0.05 NL (6 max)","$0.36","(did not show hand)","11080000","X","91204","R","4","B","0","","Hero","(did not show hand)","$0.80","$0.04","BB","J8o"
"4430639421","","Ignition","2023/03/03  7:49 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","14020000","F","0","","0","","0","","P3-c65beea8d56f9c5024ef6ef5f0b56fd5","(did not show hand)","$0.04","$0.00","SB","A2o"
"4430639178","","Ignition","2023/03/03  7:49 pm","$0.05 NL (6 max)","$0.07","(did not show hand)","14130000","R","0","","0","","0","","Hero","(did not show hand)","$0.12","$0.00","MP","AKo"
"4430639068","","Ignition","2023/03/03  7:48 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","12020000","F","71408","","8","","0","","P2-5db4a3f8d95c5065786cca726ebdc4c8","(did not show hand)","$0.42","$0.02","MP","Q2s"
"4430638817","","Ignition","2023/03/03  7:48 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","10040000","F","0","","0","","0","","P4-5a3ab33cf5670017e334e2a625574d09","(did not show hand)","$0.24","$0.00","CO","T4s"
"4430638664","","Ignition","2023/03/03  7:48 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","6020000","F","71208","","4","","5","","P1-8b333924b2d01e0c34fb148ac155b805","(did not show hand)","$1.05","$0.05","EP","62o"
"4430638611","","Ignition","2023/03/03  7:48 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","8060000","F","0","","0","","0","","P2-5a1e1778d85c7fa04482ceb6e618f27f","(did not show hand)","$0.10","$0.00","BTN","86o"
"4430638596","","Ignition","2023/03/03  7:48 pm","$0.05 NL (6 max)","-$5.00","Two Pair, Queens and Jacks","12120000","RC","110813","XC","11","XC","6","XC","P5-6aa3b7e0228ab2a530f0cba58b50fa28","Four of a Kind, Jacks","$10.00","$0.50","BB","QQ"
"4430638336","","Ignition","2023/03/03  7:47 pm","$0.05 NL (6 max)","$0.07","(did not show hand)","7070000","R","0","","0","","0","","Hero","(did not show hand)","$0.12","$0.00","MP","77"
"4430638200","","Ignition","2023/03/03  7:47 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","10040000","F","70508","","11","","3","","P5-718f158956f379d3d96d840facbeba40","(did not show hand)","$1.70","$0.08","SB","T4s"
"4430638130","","Ignition","2023/03/03  7:47 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11020000","F","0","","0","","0","","P1-8b333924b2d01e0c34fb148ac155b805","(did not show hand)","$0.04","$0.00","CO","J2o"
"4430638106","","Ignition","2023/03/03  7:47 pm","$0.05 NL (6 max)","-$0.12","(folded preflop)","14040000","RF","81410","","7","","4","","P3-c65beea8d56f9c5024ef6ef5f0b56fd5","One Pair, Aces","$8.12","$0.40","CO","A4s"
"4430638064","","Ignition","2023/03/03  7:47 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","12020000","F","61106","","7","","11","","P4-8003bf763912c78c99dcb0081dbcb8a7","(did not show hand)","$1.68","$0.08","CO","Q2o"
"4430637776","","Ignition","2023/03/03  7:46 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","14070000","F","81304","","0","","0","","P3-c65beea8d56f9c5024ef6ef5f0b56fd5","(did not show hand)","$0.30","$0.01","BTN","A7o"
"4430637635","","Ignition","2023/03/03  7:46 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","5020000","F","90305","","12","","13","","P3-bd6c46bc3b4dc383699a4a3bf83c965e","(did not show hand)","$0.32","$0.01","BTN","52o"
"4430637627","","Ignition","2023/03/03  7:46 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","14080000","F","0","","0","","0","","P4-8003bf763912c78c99dcb0081dbcb8a7","(did not show hand)","$0.25","$0.00","BTN","A8o"
"4430637477","","Ignition","2023/03/03  7:45 pm","$0.05 NL (6 max)","-$0.37","Two Pair, Nines and Eights","12090000","C","90508","C","4","X","8","X","P6-0e1d423b8a95c4a4e092e7b4c16e84a1","Two Pair, Jacks and Eights","$0.74","$0.03","BB","Q9o"
"4430637309","","Ignition","2023/03/03  7:45 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","14050000","F","80504","","6","","0","","P3-c65beea8d56f9c5024ef6ef5f0b56fd5","(did not show hand)","$0.26","$0.01","SB","A5o"
"4430637266","","Ignition","2023/03/03  7:45 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","10050000","F","0","","0","","0","","P2-5db4a3f8d95c5065786cca726ebdc4c8","(did not show hand)","$0.17","$0.00","SB","T5o"
"4430637166","","Ignition","2023/03/03  7:45 pm","$0.05 NL (6 max)","$0.05","(did not show hand)","14110000","R","0","","0","","0","","Hero","(did not show hand)","$0.10","$0.00","SB","AJo"
"4430636989","","Ignition","2023/03/03  7:44 pm","$0.05 NL (6 max)","-$0.40","(folded flop)","13120000","R","140805","F","0","","0","","P1-7b3b2fa3efa8096ad9e72b6cb6b99ee2","(did not show hand)","$0.80","$0.04","BB","KQo"
"4430636810","","Ignition","2023/03/03  7:44 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","13020000","F","0","","0","","0","","P6-2ff1b200565858173817429bff1a7123","(did not show hand)","$2.50","$0.00","BB","K2o"
"4430636369","","Ignition","2023/03/03  7:43 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","13070000","F","140903","","14","","0","","P6-bfd3bc642b4ac589ddb5c66786f8b22e","(did not show hand)","$0.91","$0.04","BB","K7o"
"4430634577","","Ignition","2023/03/03  7:39 pm","$0.05 NL (6 max)","$0.07","(did not show hand)","13110000","R","0","","0","","0","","Hero","(did not show hand)","$0.12","$0.00","CO","KJs"
"4430634340","","Ignition","2023/03/03  7:39 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","13050000","F","91214","","0","","0","","P4-4e9ee5110617f55d411fd16f8c61eb03","(did not show hand)","$0.72","$0.03","CO","K5o"
"4430634256","","Ignition","2023/03/03  7:39 pm","$0.05 NL (6 max)","$0.07","(did not show hand)","12080000","R","0","","0","","0","","Hero","(did not show hand)","$0.12","$0.00","BTN","Q8s"
"4430634254","","Ignition","2023/03/03  7:39 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","10090000","F","0","","0","","0","","P6-4d31ba80fcb5c934f11f21e7fb14b1ba","(did not show hand)","$0.12","$0.00","CO","T9o"
"4430634048","","Ignition","2023/03/03  7:38 pm","$0.05 NL (6 max)","$0.05","(did not show hand)","14130000","R","0","","0","","0","","Hero","(did not show hand)","$0.10","$0.00","SB","AKo"
"4430634001","","Ignition","2023/03/03  7:38 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","13070000","F","0","","0","","0","","P2-7ad98a7e172c54206e418bbbc2070516","(did not show hand)","$0.04","$0.00","SB","K7o"
"4430633603","","Ignition","2023/03/03  7:38 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","9050000","F","50306","","11","","0","","P5-77802f73e7081004db37e5616b75bfc0","(did not show hand)","$0.42","$0.02","BTN","95o"
"4430633557","","Ignition","2023/03/03  7:38 pm","$0.05 NL (6 max)","$0.59","Three of a Kind, Nines","9090000","R","91014","X","11","R","13","X","Hero","Three of a Kind, Nines","$1.28","$0.06","BTN","99"
"4430633442","","Ignition","2023/03/03  7:37 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","11020000","F","0","","0","","0","","P4-b922a2edb13b0011234c0dd7d2da25ba","(did not show hand)","$0.04","$0.00","SB","J2o"
"4430633350","","Ignition","2023/03/03  7:37 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","5040000","F","0","","0","","0","","P5-8e57a668e75f188acf5942e53f8f35a5","(did not show hand)","$0.12","$0.00","SB","54o"
"4430633275","","Ignition","2023/03/03  7:37 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","7060000","F","0","","0","","0","","P3-580505d5a4b655a1b2d3afe1949ec9b2","(did not show hand)","$0.12","$0.00","BB","76o"
"4430633269","","Ignition","2023/03/03  7:37 pm","$0.05 NL (6 max)","-$0.12","(folded flop)","11090000","C","80806","XF","8","","0","","P4-7242baa287c82a5b2b12736b85f29904","(did not show hand)","$0.66","$0.03","BB","J9o"
"4430633170","","Ignition","2023/03/03  7:37 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","5030000","F","0","","0","","0","","P6-60501631b3d548799a2de7a3f18c5439","(did not show hand)","$0.04","$0.00","CO","53o"
"4430633127","","Ignition","2023/03/03  7:37 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","7020000","F","0","","0","","0","","P3-89a166ad0eb8bf8e3872cdf8e5978add","(did not show hand)","$0.12","$0.00","BB","72s"
